,Place 132560,Place 132561,Place 132564,Place 132572,Place 132583,Place 132584,Place 132594,Place 132608,Place 132609,Place 132613,Place 132626,Place 132630,Place 132654,Place 132660,Place 132663,Place 132665,Place 132667,Place 132668,Place 132706,Place 132715,Place 132717,Place 132723,Place 132732,Place 132733,Place 132740,Place 132754,Place 132755,Place 132766,Place 132767,Place 132768,Place 132773,Place 132825,Place 132830,Place 132834,Place 132845,Place 132846,Place 132847,Place 132851,Place 132854,Place 132856,Place 132858,Place 132861,Place 132862,Place 132866,Place 132869,Place 132870,Place 132872,Place 132875,Place 132877,Place 132884,Place 132885,Place 132921,Place 132922,Place 132925,Place 132937,Place 132951,Place 132954,Place 132955,Place 132958,Place 134975,Place 134976,Place 134983,Place 134986,Place 134987,Place 134992,Place 134996,Place 134999,Place 135000,Place 135001,Place 135011,Place 135013,Place 135016,Place 135018,Place 135019,Place 135021,Place 135025,Place 135026,Place 135027,Place 135028,Place 135030,Place 135032,Place 135033,Place 135034,Place 135035,Place 135038,Place 135039,Place 135040,Place 135041,Place 135042,Place 135043,Place 135044,Place 135045,Place 135046,Place 135047,Place 135048,Place 135049,Place 135050,Place 135051,Place 135052,Place 135053,Place 135054,Place 135055,Place 135057,Place 135058,Place 135059,Place 135060,Place 135062,Place 135063,Place 135064,Place 135065,Place 135066,Place 135069,Place 135070,Place 135071,Place 135072,Place 135073,Place 135074,Place 135075,Place 135076,Place 135079,Place 135080,Place 135081,Place 135082,Place 135085,Place 135086,Place 135088,Place 135104,Place 135106,Place 135108,Place 135109
Place 135034,-0.022564099,-0.003773357,-0.01264307,0.208053301,-0.024553784,-0.019571767,-0.024941401,-0.01408308,-0.010635669,-0.020802002,-0.004650958,-0.011279107,-0.014989821,-0.021266826,-0.024941401,-0.006852666,-0.032104064,-0.014685902,-0.004576176,-0.012198025,-0.008468581,0.524347696,-0.022886624,-0.017722805,-0.023975947,-0.016489463,0.388008179,-0.024682114,-0.031200434,-0.030303895,-0.012997338,-0.141215,-0.082955085,-0.068667477,-0.037397368,-0.053858017,-0.055975816,-0.037337833,-0.044824143,-0.132451369,-0.038856435,0.26534203,-0.160259428,-0.039307837,-0.023987042,-0.023627506,0.022443452,-0.076166129,-0.048052869,0.048217412,-0.060469579,0.127888254,-0.075249329,-0.059886011,-0.063779994,-0.103308847,0.261182373,0.319940934,0.339496619,-0.014803581,-0.041357731,-0.033538615,-0.033938208,-0.015653368,-0.033059324,-0.049347197,-0.030089141,-0.03474045,-0.056543591,-0.024553784,-0.02919617,-0.007430642,-0.020659297,-0.032999067,-0.035183423,-0.143039573,0.376873171,-0.081085082,-0.170050712,-0.154141868,-0.171945043,-0.050079376,1,0.232964485,-0.130718934,-0.113875544,-0.025198827,0.02860929,-0.137863707,-0.073882336,0.095440393,-0.139237647,0.186185329,-0.115430472,0.194735435,0.386852905,-0.083439,-0.152540904,-0.13678246,0.122392244,-0.058032576,0.089925337,-0.084104237,0.209829505,-0.123547573,-0.100427291,-0.147952788,-0.114856431,-0.055208941,0.128713223,-0.14878173,-0.060837366,-0.07013832,-0.063955958,0.266681162,-0.052854307,0.179613169,-0.016049969,-0.115884577,0.069556471,0.194735435,-0.109299518,-0.054915659,-0.235458144,0.509759453,-0.011901278,-0.028918811,-0.103781174,-0.07618738,-0.014903689
Place 135035,0.149128476,0.149257093,0.1032416,0.087215127,0.094677591,0.070701322,0.12785597,0.087475662,0.142290971,0.077561788,0.100950495,0.098068414,0.18719888,0.069611245,0.12785597,0.114629065,0.080972285,0.11222263,0.123383249,0.108594942,0.099352807,0.345699183,0.091508726,0.066391033,0.086319381,-0.16714095,-0.008379643,0.147180496,0.057598494,0.041877118,0.088764329,-0.182040769,-0.013807063,-0.120020118,0.080255806,0.030240368,0.027686173,0.047659969,0.040064524,-0.069433023,0.078620351,0.533827768,0.080375407,0.04780246,0.073761439,0.102380512,0.138797485,0.082484547,0.104783614,0.168151569,0.092513557,-0.081242955,-0.008805892,0.049335514,0.028686086,-0.032633304,-0.064933457,-0.080552083,-0.086930524,0.088986696,0.045326786,0.066956542,0.034796568,0.090970751,0.085121774,0.020183892,0.057933255,0.065545412,0.018940548,0.094677591,0.060021358,0.120228543,0.079674264,0.054402663,0.040861906,-0.103244355,0.190989742,-0.002558639,-0.13505955,0.124679253,-0.137032452,0.102775072,0.232964485,1,-0.08120468,-0.060012652,0.179456197,-0.103810157,-0.092746698,0.012490429,0.023921381,0.130950322,-0.066001933,-0.048095684,-0.039780878,-0.012712509,-0.014067714,-0.109527071,-0.096504737,-0.059187637,0.022429529,0.207624239,-0.021469487,0.129094818,-0.075315605,-0.03546991,-0.104242056,-0.052554335,0.029018422,-0.039063364,-0.105713405,0.05970929,0.018853737,0.015960413,0.616143039,0.041577986,-0.012100634,-0.041144964,-0.058533143,-0.080895777,-0.039780878,-0.046624137,0.028964724,-0.050826114,0.383330099,0.100324396,0.080594898,-0.044132521,-0.00582632,0.105543682
Place 135038,-0.043857559,-0.032493793,-0.042121135,-0.109355173,-0.048223223,-0.051118126,-0.049837676,-0.043331645,-0.038110952,-0.051763081,-0.032568104,-0.047248994,-0.032924214,-0.049603458,-0.049837676,-0.033978945,-0.057832641,-0.03644048,-0.028337624,-0.038278271,-0.032149101,-0.162668561,-0.050388081,-0.060139898,-0.054508045,-0.003940013,-0.099234526,-0.045594118,-0.057523933,-0.071527655,-0.042462493,0.213103384,-0.107564482,0.178762282,-0.058571297,-0.075604067,-0.077295028,-0.0707374,-0.071305175,0.120241348,-0.059747542,-0.030887515,-0.159341594,-0.063991136,-0.054320225,-0.043612658,0.208148001,-0.099226028,-0.068830281,-0.100967647,0.013667158,-0.1293309,-0.099306034,-0.080303749,-0.083174958,-0.123783262,-0.143116795,-0.143168763,-0.153040627,-0.040670817,-0.065626722,-0.055635844,-0.072930635,-0.037864736,-0.055074942,-0.083967102,-0.059522785,-0.056596402,-0.083843323,-0.048223223,-0.055925543,-0.030624777,-0.048597207,-0.06184894,-0.069798522,0.126271998,-0.152216086,0.257188781,0.022914848,0.062334365,0.294653486,-0.070498421,-0.130718934,-0.08120468,1,0.081580165,-0.041282595,-0.073434564,0.210689173,0.006753963,-0.098484102,-0.097647625,-0.026619327,0.231806755,-0.130053712,-0.110242245,0.068194524,0.024290046,0.156860213,0.23744623,-0.042588555,-0.130382396,0.045180253,0.200306762,-0.143711768,0.158658821,-0.035878948,0.316348654,-0.099917415,0.055225803,0.03674355,-0.089290086,-0.091427861,-0.089426573,-0.122934754,0.202556872,-0.103700865,-0.196804209,0.000991835,0.192005223,-0.130053712,0.031268632,-0.076448522,0.245159659,-0.137486502,-0.044741666,-0.058508633,-0.004373266,0.013114084,-0.04045517
Place 135039,-0.016047943,-0.003831525,-0.016325464,-0.125568339,-0.024315309,-0.026531835,-0.022060596,-0.018976601,-0.009740966,-0.026609873,-0.008869598,-0.019082607,-0.004068101,-0.026399816,-0.022060596,-0.009008024,-0.033214117,-0.013130098,-0.004427581,-0.013630265,-0.010066478,-0.140675007,-0.025214526,-0.031097691,-0.028252841,-0.036781808,-0.079311322,-0.017853667,-0.035031009,-0.0436509,-0.018033767,0.014460061,0.057826196,0.167087395,-0.03542335,-0.054721383,-0.056562084,-0.044995883,-0.048510541,0.3316019,-0.036685328,-0.103524199,0.102054447,-0.042076122,-0.029381581,-0.0208272,-0.106335541,-0.077387759,-0.041964382,-0.082315661,-0.052658232,-0.136465572,-0.078096711,-0.057330878,-0.062144948,-0.102601782,-0.125021015,-0.127474053,-0.136433223,-0.017664513,-0.043857523,-0.033896258,-0.046282316,-0.01627247,-0.031671373,-0.058620037,-0.035684938,-0.034937603,-0.061055032,-0.024315309,-0.033289453,-0.00688471,-0.024687492,-0.038217607,-0.044451259,0.188641481,-0.130344084,0.15065253,0.179115265,0.231355532,0.104182178,0.059038873,-0.113875544,-0.060012652,0.081580165,1,0.124300234,0.228774872,0.28510935,-0.074573972,-0.076810363,0.192263484,-0.122343839,-0.114669196,-0.112805894,-0.092997335,0.111692491,0.264087104,0.040528243,-0.11552386,-0.012446846,-0.112118977,0.095165902,-0.159921615,-0.123960853,-0.025571929,0.081125765,0.090166706,0.02543539,-0.10229198,0.163064772,0.01738586,-0.008446921,-0.014253193,-0.101681399,0.385706027,-0.085287309,-0.176853858,0.045172288,-0.134166029,-0.112805894,0.028706406,-0.055640636,-0.137239668,-0.114640431,-0.017746334,-0.03255432,-0.013697094,-0.036920977,-0.015969984
Place 135040,0.465557082,0.454117968,0.336743581,0.009671483,0.319061771,0.256308521,0.413307102,0.294176334,0.440802643,0.276055845,0.319672893,0.328648638,0.55911899,0.251284198,0.413307102,0.359220838,0.291722985,0.354704111,0.377027216,0.347065464,0.314342293,-0.071574779,0.313011805,0.255346718,0.303415505,-0.233742036,0.088149067,0.462013229,0.226387614,0.19956348,0.296825683,-0.042470164,0.240888719,-0.121178719,0.290090426,0.169734436,0.164448545,0.214007797,0.192805882,-0.022959339,0.28680808,0.04511799,-0.133101671,0.2060945,0.268237198,0.335047589,0.06683001,0.11494253,0.369634359,0.090674421,0.346549745,-0.044164635,0.08743827,0.227932511,0.173526611,0.047767988,-0.021609944,-0.06528918,-0.072111697,0.29510993,0.200967305,0.249929424,0.181182522,0.297172478,0.299860067,0.15225249,0.229833969,0.247037616,0.147926882,0.319061771,0.231408021,0.370713705,0.278141869,0.222515679,0.194172631,0.126943455,-0.039883272,0.101900395,-0.158985139,-0.114118407,-0.150717998,0.706124749,-0.025198827,0.179456197,-0.041282595,0.124300234,1,-0.094163628,-0.069419011,0.144576901,0.176832746,0.037897361,-0.023021374,0.018473675,0.033549416,0.087083091,0.079247056,0.020026311,-0.076827744,-0.017444076,0.161717379,-0.021761919,0.079380763,-0.107968471,-0.049071683,0.057235319,-0.09792723,-0.000743753,-0.114346354,0.027285208,-0.103890335,0.267518118,0.15545419,0.145609839,0.050412517,0.199947664,0.082183542,-0.19139169,0.001136823,-0.051152078,0.033549416,0.020179088,0.167094426,-0.28922593,0.069481378,0.33184998,0.291802691,0.016695451,0.104985596,0.340922072
Place 135041,-0.085994627,-0.066436203,-0.066003454,-0.079028638,-0.075283713,-0.067647242,-0.085813668,-0.063396281,-0.072706416,-0.070752389,-0.053705056,-0.067357686,-0.084111366,-0.067320696,-0.085813668,-0.059829737,-0.082937743,-0.065727149,-0.056859186,-0.064492456,-0.055319063,-0.025741453,-0.074911846,-0.071690449,-0.077060435,-0.009303496,-0.116502289,-0.087987647,-0.075716403,-0.080716492,-0.062469489,0.013347587,-0.035478363,0.064875121,-0.08652085,-0.094887812,-0.096681293,-0.086084374,-0.088999711,0.065902027,-0.087798696,-0.142910926,-0.014223439,-0.082572921,-0.0734709,-0.073582384,-0.148871901,-0.117277745,-0.107090963,-0.12179732,0.073971341,0.099650505,0.05200221,0.028844609,0.12721442,-0.044782992,0.042713712,0.017991887,0.018410975,-0.062377798,-0.084307148,-0.078403963,-0.081991893,-0.06146682,-0.082723141,-0.095242017,-0.076535942,-0.079433,-0.099242569,-0.075283713,-0.074021969,-0.059361592,-0.069011685,-0.078996359,-0.082219868,-0.056923877,-0.006345282,-0.065378304,-0.108029474,-0.011508893,0.075244569,-0.014600165,0.02860929,-0.103810157,-0.073434564,0.228774872,-0.094163628,1,-0.046986816,-0.117725342,-0.126824819,0.166047293,-0.07703515,-0.106226003,0.09419327,-0.136973117,0.013253214,0.230455834,0.247015257,-0.151543264,0.175293832,-0.14535456,0.18117615,-0.123131896,-0.083016371,0.197003529,0.098926708,-0.055584965,-0.112550821,-0.139077317,0.032350296,0.027683238,0.111544721,-0.106926931,-0.141118863,-0.039039084,-0.124698169,-0.080053839,-0.005690148,-0.169913744,0.09419327,0.065263248,0.108662442,0.014512686,-0.037696623,-0.066592523,-0.081349793,0.317977633,0.21186155,-0.066853924
Place 135042,-0.066626986,-0.051701085,-0.055858917,-0.157665816,-0.063101955,-0.060920502,-0.069473744,-0.055011287,-0.057453715,-0.062809654,-0.044956694,-0.059333409,-0.060477614,-0.059843187,-0.069473744,-0.048770619,-0.071611975,-0.052619127,-0.044428919,-0.053095124,-0.045325817,-0.167508321,-0.064146439,-0.067871924,-0.067346092,0.12121287,-0.107577476,-0.06843448,-0.067701513,-0.07768081,-0.054145755,0.102614821,0.049854463,0.093520812,-0.073519785,-0.085644436,-0.087322895,-0.079615508,-0.08092952,0.239669868,-0.074704304,-0.132968104,0.096428592,-0.074118893,-0.065352456,-0.059872184,0.049833266,-0.062287993,-0.088971183,-0.110826376,-0.09948608,-0.134157707,-0.106578891,-0.030192906,-0.039896809,-0.086403349,-0.151694147,-0.150164228,-0.160467355,-0.05304077,-0.07574201,-0.067976894,-0.078830674,-0.05104255,-0.069999251,-0.090490772,-0.069250157,-0.06893584,-0.092038563,-0.063101955,-0.066115565,-0.046740295,-0.060255358,-0.071555776,-0.077236915,0.174235333,-0.157889164,-0.107240571,0.166504037,0.086038245,0.308196658,-0.090685405,-0.137863707,-0.092746698,0.210689173,0.28510935,-0.069419011,-0.046986816,1,0.095797706,-0.112418447,0.056909565,-0.149646381,0.125456086,-0.141475552,-0.122537832,0.140892455,-0.115971655,-0.040009894,0.130446741,-0.096064759,-0.136612625,0.003274322,0.016714613,-0.010130352,0.001183198,-0.04321743,0.429067328,0.134876208,-0.043073747,0.297482299,-0.035908129,0.003295971,-0.098482008,-0.131285676,0.130387938,-0.11354077,-0.19955847,0.243298714,-0.010438827,-0.141475552,0.101170745,-0.086482641,0.071721619,-0.148613241,-0.057583244,-0.071346201,-0.053034759,-0.114189243,-0.055285135
Place 135043,0.118131199,0.119635297,0.079009678,-0.074920048,0.071105329,0.049836546,0.09891057,0.065456639,0.11289394,0.055585462,0.078701923,0.073409331,0.152383681,0.049346922,0.09891057,0.090121791,0.057807837,0.088001754,0.098656767,0.084371893,0.077665712,-0.104864178,0.067841038,0.044079599,0.062594922,-0.176205513,-0.024322916,0.116221267,0.037999038,0.021520876,0.066677092,0.008727945,0.105552206,0.163423605,0.057350871,0.012147903,0.009733892,0.027016734,0.020893409,0.06171497,0.055790636,-0.050093364,-0.089611058,0.028743757,0.051986613,0.078601195,0.264793377,-0.01642191,0.076519663,-0.02399431,0.213912343,-0.09695747,-0.024932196,0.027662297,0.009746371,-0.04888104,0.001107327,-0.092011575,-0.099039004,0.067368303,0.02640454,0.046491068,0.015421517,0.06972087,0.061992485,0.001505247,0.037775783,0.045153455,0.000904654,0.071105329,0.040287959,0.095645503,0.058067546,0.034440404,0.021330852,-0.116866212,-0.089964259,-0.018857614,-0.147389122,-0.069857525,-0.106717589,0.074568049,-0.073882336,0.012490429,0.006753963,-0.074573972,0.144576901,-0.117725342,0.095797706,1,0.003424431,-0.003626632,-0.017668583,-0.064019986,-0.05521542,-0.029090368,0.598559398,-0.12311414,-0.111438434,0.076634847,0.003175792,0.300713003,0.013751636,-0.014273444,0.140520708,0.24396772,0.046839738,0.005383879,-0.060798443,-0.053837956,0.2153469,0.146718604,0.261103449,-0.002416084,-0.047671296,0.021968501,-0.027880548,-0.157985131,0.516718814,-0.095069194,0.041805982,0.33594266,0.010942281,-0.229220085,-0.048943262,0.075913071,0.057149727,-0.058785302,-0.024065555,0.081463882
Place 135044,0.148979985,0.155409892,0.108214049,0.187839575,0.095419491,0.075157621,0.128512834,0.09224299,0.146660767,0.081499188,0.107210283,0.10534558,0.187256672,0.072747626,0.128512834,0.120021718,0.080850665,0.114330597,0.12815982,0.112582626,0.103529886,-0.037759928,0.09379906,0.074563896,0.089342721,0.224036245,0.166317889,0.146480296,0.058112035,0.047239537,0.093817569,0.051824462,-0.024222524,-0.147108912,0.077626423,0.024775303,0.021662561,0.04908224,0.037870083,-0.091305942,0.075608151,0.04793212,-0.148434222,0.046176107,0.076862583,0.102129566,-0.043309957,-0.008433816,0.099453645,-0.021823138,0.083972996,0.037843636,-0.017774238,0.041952603,0.020382502,0.049387929,-0.088819064,0.254852615,-0.11390108,0.092564603,0.043159485,0.065588784,0.038779955,0.093243427,0.083630773,0.019678191,0.059618757,0.063860541,0.014689367,0.095419491,0.061064016,0.124251474,0.082710176,0.055321755,0.043192022,-0.12462779,-0.015251361,-0.015201018,-0.033253402,0.148659125,-0.162502635,0.09692083,0.095440393,0.023921381,-0.098484102,-0.076810363,0.176832746,-0.126824819,-0.112418447,0.003424431,1,-0.117941489,0.241251718,0.029846381,-0.063375203,-0.032044637,-0.025396422,-0.133735745,-0.114839708,-0.081156342,0.018426174,0.082787587,-0.02786049,0.00849641,0.053324734,-0.045536935,-0.127881657,-0.072141946,0.20313692,0.314030228,-0.130211657,0.054420195,0.009852153,0.009587095,0.050840759,0.036145328,0.400328627,0.2068012,-0.073930878,-0.021518057,0.062564334,-0.062437668,0.023220711,0.095534833,-0.049872295,0.106500841,0.082328188,-0.059861048,-0.012976477,0.108820391
Place 135045,-0.077488954,-0.058821646,-0.059091438,-0.070447921,-0.068176434,-0.061046741,-0.077493848,-0.056897507,-0.064864607,-0.063879407,-0.047653749,-0.060166711,-0.075278551,-0.060893058,-0.077493848,-0.053223325,-0.07548151,-0.059021116,-0.050444014,-0.057735275,-0.049372099,-0.091928988,-0.067713994,-0.064446239,-0.069681405,-0.071781003,-0.108587808,-0.079405038,-0.069040437,-0.073342635,-0.055998942,-0.030156605,-0.07193323,-0.041994757,-0.010166129,0.012085997,0.010576061,-0.078621469,-0.081766647,0.255116712,-0.080283374,0.056383793,0.052825058,-0.075693768,-0.066515121,-0.06661768,-0.089944781,-0.109042314,-0.097986767,-0.113749177,-0.109042201,0.037650592,0.056061732,-0.098942981,0.129590716,0.152023353,-0.154032165,-0.151956702,-0.162401139,-0.056061862,-0.077376549,-0.071597073,-0.074742711,-0.055331434,-0.075373566,-0.087584691,-0.06967251,-0.072594499,-0.091667366,-0.068176434,-0.067396164,-0.052864468,-0.062341714,-0.072060048,-0.075048679,0.131904419,0.039052257,-0.007305785,-0.004225806,0.168653945,0.052836272,0.176709656,-0.139237647,0.130950322,-0.097647625,0.192263484,0.037897361,0.166047293,0.056909565,-0.003626632,-0.117941489,1,0.00987943,-0.144340003,-0.146659884,-0.128350752,-0.113646931,0.334257472,0.165015157,-0.142600634,-0.095620082,-0.136588214,0.081243534,-0.113353622,-0.00331646,0.161611188,0.10311301,0.132529951,-0.019353484,-0.040638172,0.002891034,-0.107631017,-0.104779309,-0.099000571,0.057725838,0.248000934,-0.116563131,-0.071657613,-0.110881457,-0.003004679,-0.146659884,-0.139349568,-0.088511847,0.119515779,-0.151440391,-0.059546619,-0.07383389,0.112957141,-0.112228811,-0.06002027
Place 135046,-0.024083578,-0.009204306,-0.020118779,0.271316184,-0.029460447,-0.029123503,-0.028865871,-0.02211293,-0.015577191,-0.029746385,-0.011875912,-0.021819318,-0.013657575,-0.029427299,-0.028865871,-0.013037488,-0.03821141,-0.01837208,-0.009016824,-0.017996367,-0.013802174,0.113037408,-0.029641287,-0.032193309,-0.032218134,0.045727292,0.129289681,-0.026042669,-0.038649002,-0.044871405,-0.021104618,-0.070401162,-0.090846249,-0.086219229,-0.041379605,-0.059687043,-0.061653765,-0.048020295,-0.052592961,-0.08413251,-0.042733814,0.002603653,0.041608985,-0.046176218,-0.03270838,-0.026647468,-0.113037632,-0.082988776,-0.050343483,-0.0891712,0.049946292,0.252414846,-0.082982036,-0.064050883,-0.068282637,0.116416251,0.045969509,-0.032006131,0.18641748,-0.021290078,-0.048079536,-0.038665756,-0.047726308,-0.020452666,-0.037353515,-0.061315304,-0.038897367,-0.039780537,-0.065151922,-0.029460447,-0.036788285,-0.011658135,-0.028220498,-0.041601818,-0.046776491,-0.154083418,-0.044518367,-0.084975725,0.157152301,0.043291055,-0.051741542,-0.052227267,0.186185329,-0.066001933,-0.026619327,-0.122343839,-0.023021374,-0.07703515,-0.149646381,-0.017668583,0.241251718,0.00987943,1,-0.01098429,0.168180778,-0.101943461,-0.090167867,-0.162301696,-0.150286591,-0.123666161,-0.067292745,0.254270305,0.063670014,-0.083341142,0.040653079,-0.024703134,-0.157135621,-0.119399991,0.178615699,0.210889319,-0.157008034,-0.067936992,-0.010450417,-0.071624078,0.11716295,-0.058129551,0.647036445,0.259162375,-0.126843241,0.138135003,0.240844553,-0.117548243,-0.06066923,-0.024644603,0.020751508,-0.020976277,-0.036820823,-0.11059387,-0.086674043,-0.020506573
Place 135047,0.011965756,0.025586359,0.006938314,0.115909888,-0.003463423,-0.007185983,0.003927448,0.001994752,0.018559483,-0.006390277,0.013381926,0.005136892,0.028293883,-0.008020156,0.003927448,0.015078632,-0.013541262,0.009418676,0.019943587,0.009477654,0.010938406,-0.142970262,-0.003843297,-0.009508472,-0.006779861,0.182812678,-0.072532805,0.009845103,-0.018604287,-0.025513471,0.0031466,0.245105249,0.042049068,0.090450583,-0.01690724,0.097129262,0.09519665,-0.027899575,-0.034129512,-0.131284171,-0.018433968,-0.099558395,-0.127611591,0.110428159,-0.009776014,0.000115428,-0.100100453,-0.068526796,0.109093611,-0.076537319,-0.032313602,-0.08883983,-0.013576695,-0.042750778,0.029141348,-0.098429968,-0.126805292,-0.132146978,-0.076362573,0.002638397,-0.029424984,-0.017178956,-0.029649779,0.003360651,-0.012367395,-0.044772359,-0.018408885,-0.018449862,-0.049122548,-0.003463423,-0.016468908,0.016971217,-0.004981226,-0.021513718,-0.028080201,0.357321951,-0.130843079,-0.071729854,0.085660168,0.034330366,0.053523818,0.107532747,-0.115430472,-0.048095684,0.231806755,-0.114669196,0.018473675,-0.106226003,0.125456086,-0.064019986,0.029846381,-0.144340003,-0.01098429,1,0.230337159,-0.089218846,-0.077912103,-0.063076084,0.010329269,0.211830101,-0.050030105,-0.002513853,-0.084543445,-0.114274618,0.076696553,-0.101145963,-0.105113346,0.142680815,0.067604565,0.088958013,-0.153973323,-0.043099537,-0.058810904,0.076572686,-0.097303999,-0.039117597,0.065143257,0.074975821,0.039222111,-0.080582402,-0.026727427,0.126873896,-0.043865623,0.046537908,-0.110042286,0.005976927,-0.01200056,0.126294725,-0.072251671,0.006643155
Place 135048,0.030003599,0.051143963,0.030362682,0.428217119,0.014098983,0.015755281,0.023516495,0.024521962,0.042177271,0.016233806,0.036528219,0.033199687,0.046160212,0.01237868,0.023516495,0.037891923,0.004134866,0.02737727,0.040916133,0.03070342,0.030540075,0.123124933,0.016552842,0.021305638,0.01548221,0.283508796,-0.067579161,0.02729353,-0.001234057,0.002106221,0.026001488,0.054807052,-0.070564902,-0.040263419,-0.003143682,-0.032265176,-0.035164357,-0.006511,-0.018853282,-0.134676583,-0.005101381,-0.098298347,-0.062179193,-0.012340608,0.011891475,0.015413351,-0.094696336,0.114389509,-0.006539894,0.113919187,-0.022641765,0.113321525,0.08675357,-0.033245079,-0.043117237,-0.096853949,0.327406639,0.177701915,0.358674364,0.022706031,-0.015148301,-0.002781623,-0.004308811,0.020773372,0.002678219,-0.024883391,0.001337479,-0.004415793,-0.03537322,0.014098983,0.001512137,0.037092166,0.015562284,-0.002650686,-0.005812145,0.07124675,0.298277039,-0.069521157,0.160685998,-0.101935441,-0.184181283,-0.009170035,0.194735435,-0.039780878,-0.130053712,-0.112805894,0.033549416,0.09419327,-0.141475552,-0.05521542,-0.063375203,-0.146659884,0.168180778,0.230337159,1,-0.095341056,-0.072335966,-0.0368059,-0.139876684,-0.124666264,-0.034871636,0.028412078,-0.067357589,-0.037146936,-0.127900133,-0.087062532,-0.157091459,-0.115479155,-0.100359785,-0.100350283,-0.159346064,-0.027557027,-0.050959529,-0.044019235,-0.008284259,-0.028260754,0.014789935,0.315781443,-0.111448172,-0.138015756,0.326653441,-0.104562108,-0.033713073,-0.262510609,0.111306574,0.031799252,0.008806298,0.198252478,-0.059085228,0.02706598
